id,cancel,year,zip.code,house.color,ni.age,len.at.res,credit,coverage.type,dwelling.type,premium,sales.channel,ni.gender,ni.marital.status,n.adults,n.children,tenure,claim.ind
137086,0,2013,85064,blue,38,15,high,B,Condo,810.918067,Broker,F,1,1,0,18,1
137144,1,2013,85073,white,58,17,medium,C,House,794.632599,Phone,M,1,4,10,20,0
137157,0,2013,15003,blue,42,17,high,C,Condo,919.1594848,Broker,M,1,1,1,8,0
137182,0,2013,85015,white,66,19,medium,C,House,837.3679321,Phone,F,0,4,,18,0
137206,0,2013,80016,white,33,22,high,B,Condo,911.6089141,Broker,F,1,1,1,8,1
137218,0,2013,85041,red,42,18,high,C,Condo,1022.796889,Broker,F,0,4,1,14,0
137339,0,2013,85024,white,21,11,high,C,Condo,934.6968451,Online,M,0,1,0,0,0
137401,0,2013,50051,white,52,17,medium,C,House,947.8328657,Broker,M,1,1,1,16,0
137412,0,2013,15021,blue,52,17,high,C,House,1014.629038,Phone,F,1,2,1,14,0
137452,0,2013,15050,blue,40,19,high,A,House,993.3577839,Broker,F,1,3,1,17,0
137453,0,2013,85060,white,39,9,high,A,Tenant,949.4484794,Phone,M,1,5,0,17,0
137489,0,2013,80030,white,33,13,medium,A,Condo,849.3966223,Broker,M,0,4,0,12,0
137507,0,2013,80027,red,38,13,high,C,Tenant,739.7773624,Broker,F,1,1,0,15,1
137515,0,2013,98010,yellow,54,13,high,B,House,915.2812528,Broker,F,0,2,0,15,0
137536,0,2013,85082,white,53,15,low,A,House,944.0097782,Broker,F,1,1,1,19,0
137605,0,2013,15021,white,24,11,medium,C,Condo,765.8813785,Online,M,1,1,0,3,0
137624,0,2013,80038,white,28,20,high,A,Condo,835.6246618,Broker,M,0,3,0,8,0
137672,0,2013,50037,white,52,9,medium,B,Condo,1019.940988,Broker,F,1,1,0,22,0
137728,0,2013,20120,white,34,5.803919598,low,C,Tenant,936.5362687,Broker,M,1,2,0,5,0
137789,0,2013,15012,white,39,18,high,A,House,1016.339251,Broker,F,1,3,1,15,0
137806,0,2013,85045,red,61,21,high,C,House,879.4521846,Broker,F,0,4,1,7,0
137811,0,2013,85079,white,33,12,high,B,House,865.1887999,Broker,F,0,2,0,8,0
137828,0,2013,80102,white,38,15,high,C,House,914.2074335,Broker,M,1,1,0,0,0
137897,1,2013,98004,blue,29,13,high,C,House,951.2787726,Phone,F,1,2,0,8,0
137920,0,2013,85044,white,46,16,medium,C,House,777.2084443,Broker,M,1,1,2,11,0
137946,0,2013,50051,white,41,17,high,A,House,853.9872341,Broker,F,1,1,1,16,0
137949,1,2013,20160,blue,26,7,low,A,Condo,950.0678294,Broker,F,0,3,0,5,0
137976,0,2013,98008,white,32,16,low,B,House,953.0202435,Phone,M,1,2,6,3,0
138081,0,2013,15053,white,49,21,low,C,Tenant,920.0756694,Broker,M,0,1,0,16,0
138111,0,2013,80044,red,37,13,low,C,House,851.1453632,Broker,M,1,2,3,10,1
138131,1,2013,50025,blue,33,24,medium,B,Tenant,1000.91061,Broker,M,0,1,0,8,0
138177,0,2013,50056,red,42,12,high,C,House,845.9482032,Phone,F,1,1,0,19,0
138217,0,2013,85007,yellow,38,15,high,C,Condo,780.1747873,Phone,F,1,3,0,12,0
138231,0,2013,80044,blue,43,17,medium,C,Condo,976.2367596,Broker,M,0,2,2,18,0
138256,0,2013,15031,red,39,12,high,B,House,950.0583395,Broker,F,0,1,0,12,0
138292,1,2013,85021,red,58,8,medium,C,House,786.4735609,Broker,M,0,1,0,18,0
138429,0,2014,20149,red,57,15,high,A,House,925.3511675,Phone,F,1,4,1,18,1
138467,1,2014,85042,red,43,18,medium,C,House,785.9523306,Broker,F,0,2,0,21,1
138474,0,2014,80104,red,28,11,medium,B,House,1014.638013,Phone,F,0,2,1,3,0
138529,0,2014,20149,red,52,13,high,A,House,718.2129115,Broker,M,0,3,0,17,0
138551,0,2014,15051,blue,36,20,high,B,House,728.7888262,Broker,M,1,9,0,1,0
138587,0,2014,15032,white,25,11,medium,A,House,898.2580968,Broker,M,1,2,1,0,0
138641,1,2014,98027,white,41,8,low,C,House,915.9365525,Online,M,0,1,0,11,0
138647,1,2014,50009,white,31,16,high,A,House,873.8970157,Phone,M,0,3,0,6,0
138682,0,2014,50049,red,40,16,high,B,House,807.9984533,Phone,M,1,3,0,15,0
138691,0,2014,85063,red,69,17,high,C,House,863.2987225,Phone,M,1,2,2,19,0
138767,0,2014,80101,blue,74,22,high,A,House,901.3469924,Broker,M,1,3,3,19,1
138862,1,2014,20112,blue,39,10,medium,A,Condo,852.1938317,Phone,M,0,1,0,15,1
138874,0,2014,50009,blue,39,12.33875088,medium,A,Condo,770.1137376,Phone,M,1,2,2,10,0
138949,0,2014,50051,yellow,60,12,low,A,House,788.6224427,Broker,M,1,3,0,13,0
138955,0,2014,85021,red,41,24,high,B,Condo,824.9156608,Broker,F,1,2,0,7,0
138979,0,2014,85023,red,43,19,high,B,House,969.4319811,Broker,F,1,1,6,20,0
139019,0,2014,98024,yellow,65,15,low,C,House,831.3670742,Phone,F,1,2,3,11,0
139054,0,2014,98027,white,46,19,high,C,Condo,917.8437688,Broker,F,1,2,3,12,0
139069,0,2014,15051,blue,49,15,high,B,House,749.3373202,Online,M,1,3,2,19,1
139080,1,2014,98010,blue,62,8,low,A,House,773.1617857,Broker,F,1,2,6,17,0
139108,0,2014,85042,blue,40,21,high,C,Tenant,1085.560224,Broker,F,1,1,1,10,1
139164,0,2014,85024,red,65,10,high,A,House,954.2146382,Online,M,0,1,1,15,0
139181,0,2014,80037,white,52,15,high,C,House,861.3944917,Broker,F,1,1,8,15,0
139250,0,2014,50028,white,46,14,low,C,Tenant,925.2712258,Broker,F,1,2,0,12,0
139335,1,2014,15052,red,28,7,high,C,House,885.501805,Broker,F,1,5,9,5,0
139336,1,2014,85067,blue,54,15,low,C,House,901.047283,Phone,F,1,1,2,12,0
139362,0,2014,85060,yellow,48,21,medium,A,Condo,865.9330338,Broker,M,1,1,0,17,0
139386,1,2014,85075,white,25,19,medium,B,House,1030.17839,Phone,F,0,3,0,7,0
139388,1,2014,80101,white,42,12,high,B,House,842.8187652,Broker,F,1,1,0,12,0
139390,0,2014,80022,blue,32,13,high,C,Condo,968.6967326,Phone,M,0,2,0,6,1
139401,0,2014,98021,red,47,13,high,A,Tenant,925.0437409,Broker,F,1,1,2,13,0
139530,0,2014,80023,white,24,12,high,C,Tenant,953.8847879,Online,M,1,1,2,6,0
139550,0,2014,85042,red,57,22,high,C,House,931.2702674,Broker,F,1,1,7,12,0
139554,0,2014,50008,blue,45,17,medium,C,House,836.0789236,Broker,M,1,1,0,10,1
139614,0,2014,50055,white,46,20,high,C,House,774.4933795,Broker,F,1,3,0,15,1
139631,0,2014,85077,white,77,5,medium,C,Condo,738.5571982,Broker,M,0,5,0,13,1
139648,0,2014,15004,yellow,39,15,high,B,Tenant,852.4084325,Phone,M,1,3,1,9,0
139823,0,2014,98008,white,57,17,high,B,House,870.5434115,Broker,M,0,1,0,19,0
139907,1,2014,50057,yellow,30,19,low,C,House,1030.243158,Phone,F,1,6,0,3,0
139916,1,2014,85073,white,36,21,medium,C,Condo,929.6980908,Broker,F,1,3,0,3,0
139922,0,2014,50031,white,56,26,high,A,House,931.4872358,Phone,F,1,1,2,9,0
139979,0,2014,15001,white,37,24,high,A,House,954.0682837,Phone,F,1,1,2,13,0
140069,0,2014,20134,yellow,47,22,high,C,House,931.7336793,Phone,F,1,2,2,10,0
140114,1,2014,50009,white,47,14,medium,B,Tenant,1090.647118,Phone,F,1,2,5,20,0
140143,0,2014,50005,white,36,25,high,C,Condo,1089.454938,Phone,F,1,2,0,2,0
140167,1,2015,50021,white,39,22,low,C,House,852.7228815,Phone,M,1,4,10,0,0
140185,0,2015,50020,white,56,13,high,C,House,947.5022298,Phone,F,1,2,2,14,0
140221,1,2015,98027,red,41,11,high,B,House,987.519315,Phone,M,0,1,2,8,0
140229,0,2015,98032,yellow,38,13,high,B,Condo,837.5006068,Broker,F,1,1,1,0,0
140232,1,2015,50009,red,45,15,low,B,Condo,993.6781205,Phone,M,1,3,1,11,0
140259,0,2015,20163,white,32,21,high,A,Tenant,829.9335393,Phone,F,1,1,2,6,0
140309,0,2015,50043,yellow,26,15,low,A,Tenant,766.6364529,Phone,M,1,2,0,5,1
140332,1,2015,98036,red,36,18,medium,A,Tenant,1010.205166,Broker,F,0,2,0,4,1
140408,0,2015,80022,white,43,11,high,A,House,886.8550093,Phone,M,1,4,0,15,0
140495,0,2015,50005,white,39,13,high,A,Condo,991.6263488,Online,M,0,2,1,16,0
140526,0,2015,50021,white,40,12,high,C,House,728.6979199,Broker,M,1,5,2,11,0
140528,0,2015,80022,red,53,14,high,B,House,807.4229968,Broker,M,0,1,0,21,0
140548,1,2015,50048,white,35,17,high,C,Condo,871.1422199,Broker,F,0,2,0,12,0
140593,0,2015,15001,white,42,17,high,B,House,877.7894753,Broker,F,1,2,9,18,0
140628,0,2015,80023,red,56,13,high,B,House,1059.491022,Broker,F,1,4,5,14,0
140629,0,2015,15051,white,41,20,medium,A,House,896.1717542,Broker,M,0,1,1,15,0
140632,0,2015,20132,white,66,13,high,C,Tenant,845.5986313,Broker,F,1,1,3,14,1
140662,0,2015,50041,yellow,25,12,medium,C,House,972.5794909,Phone,F,1,2,0,0,0
140704,0,2015,15033,red,55,14,high,B,Tenant,892.9145283,Broker,F,1,2,0,15,0
140756,0,2015,50048,red,57,19,high,B,House,912.9009515,Phone,F,1,1,2,7,1
140791,0,2015,15027,blue,45,23,medium,A,Condo,802.8050392,Phone,F,0,2,0,11,1
140808,0,2015,20120,blue,55,14,high,C,House,909.092945,Phone,M,0,2,1,18,0
140927,0,2015,50008,yellow,43,17,medium,B,House,887.1001951,Phone,F,0,1,0,16,0
140974,0,2015,80010,blue,50,12,high,B,Condo,865.0541876,Broker,M,1,1,1,13,0
141027,0,2015,50023,white,53,14,high,A,House,968.1163206,Broker,M,1,2,0,18,0
141041,0,2015,98005,yellow,53,15,high,C,House,948.3773158,Broker,F,1,2,4,21,0
141158,0,2015,85045,white,44,11,low,B,House,898.3566297,Broker,M,0,2,1,14,1
141188,0,2015,80044,white,60,16,low,A,House,767.8270213,Phone,F,0,2,0,9,0
141191,0,2015,50055,white,61,15,high,A,House,859.9282905,Broker,,1,1,1,12,0
141239,0,2015,80030,white,41,7,high,A,House,968.7743384,Broker,M,0,1,0,20,0
141243,0,2015,20108,yellow,53,13,high,C,House,759.3675861,Broker,F,1,2,3,5,0
141294,0,2015,50020,red,52,19,low,B,House,1023.140775,Broker,F,1,2,2,14,0
141323,0,2015,15007,red,67,14,high,B,House,987.8503006,Phone,F,0,2,1,13,0
141387,0,2015,20115,white,52,14,medium,A,House,872.1096464,Broker,M,1,2,4,20,1
141435,0,2015,15025,white,55,12,high,C,House,985.2119458,Phone,M,1,1,4,11,0
141459,0,2015,85039,white,55,18,high,A,House,912.7211178,Phone,F,1,1,1,15,0
141528,1,2015,50020,white,60,14,medium,C,,892.2043839,Broker,M,0,3,0,20,0
141616,0,2015,80030,blue,60,9,high,C,House,1058.404761,Phone,F,1,1,1,17,0
141658,1,2015,50039,white,57,13,medium,B,Condo,836.6655053,Phone,M,1,2,6,14,0
141764,1,2015,50048,blue,45,10,high,C,Condo,833.0726185,Broker,F,1,1,1,23,0
141790,1,2015,85077,blue,37,17,medium,A,Tenant,875.7957407,Broker,M,0,2,0,12,0
141796,0,2015,98006,red,37,13,medium,B,House,865.5761475,Phone,M,1,5,2,12,1
141807,0,2015,80021,blue,37,20,high,C,Tenant,911.3941024,Broker,F,1,1,3,17,0
141836,0,2015,50023,red,52,20,medium,C,House,915.080259,Broker,M,1,1,0,12,0
141843,0,2015,85034,red,49,17,high,B,Condo,855.3624248,Broker,M,1,2,3,13,0
141894,0,2015,50005,white,42,21,high,C,House,865.0767096,Broker,M,1,5,11,14,0
141896,0,2015,85083,red,73,19,low,B,House,932.620335,Online,F,1,1,2,16,0
141902,0,2015,15015,yellow,43,15,medium,B,Tenant,907.2634276,Broker,F,0,2,0,16,0
141914,0,2015,20132,red,44,16,high,C,House,904.3646387,Broker,F,1,2,0,15,0
141915,1,2015,85034,blue,53,12,medium,C,House,944.8643079,Broker,F,1,4,0,18,1
141938,1,2015,80020,red,41,19,high,A,Condo,812.9970294,Online,F,1,2,6,20,1
141976,0,2015,80027,red,33,8,high,A,Condo,816.3380464,Phone,F,1,1,0,5,1
142015,0,2015,80028,red,54,12,high,C,House,833.6236783,Broker,F,1,2,1,14,0
142066,0,2015,85073,white,28,13,medium,C,Tenant,831.4670505,Phone,F,0,4,0,8,0
142076,0,2015,85030,red,40,14,medium,A,Tenant,923.8787572,Broker,F,1,2,0,19,0
142082,0,2015,80022,white,37,12,medium,A,House,861.211714,Broker,F,1,1,3,0,0
142138,1,2016,20107,red,23,41.84186707,medium,B,House,924.6093706,Phone,F,1,5,1,5,1
142142,1,2016,20148,white,43,10,high,A,Tenant,786.5367417,Phone,F,1,3,4,16,0
142157,0,2016,80005,white,28,21,medium,A,Condo,861.1377926,Broker,F,1,2,0,7,0
142251,0,2016,85042,blue,43,15,high,A,Condo,977.346719,Broker,M,0,1,0,8,0
142267,0,2016,50034,red,25,16,high,B,House,990.1231235,Phone,F,1,2,0,5,1
142277,0,2016,50049,red,55,19,high,C,House,1028.254404,Phone,M,0,1,0,15,0
142279,1,2016,20111,blue,49,20,high,A,Condo,933.31902,Broker,M,0,4,0,15,0
142291,1,2016,50012,blue,41,20,high,C,Condo,769.7738643,Broker,M,0,1,0,8,0
142330,1,2016,50037,white,53,18,high,B,House,966.6069031,Broker,F,0,1,0,16,0
142387,0,2016,85033,red,23,17,high,A,Condo,1016.25485,Online,M,1,4,1,0,0
142415,0,2016,50009,white,34,12,high,B,Tenant,859.3314172,Broker,M,1,1,12,3,0
142458,0,2016,15018,white,54,21,medium,A,House,957.4268897,Phone,M,1,5,0,16,0
142688,0,2016,98022,white,49,12,high,A,Condo,887.7261959,Online,M,1,3,2,16,0
142689,1,2016,50054,blue,39,13,high,C,Condo,830.0742377,Phone,M,0,1,1,12,1
142710,0,2016,80045,blue,60,11,high,C,Tenant,1075.13628,Broker,F,1,2,2,18,0
142720,0,2016,85055,white,48,18,low,C,Condo,885.4396611,Broker,M,0,1,0,6,0
142734,0,2016,50021,white,61,14,high,A,Condo,972.2346917,Broker,F,1,1,7,20,0
142748,0,2016,85039,white,50,17,high,A,Tenant,990.3696331,Broker,M,1,1,6,15,0
142754,0,2016,15012,red,43,14,high,C,House,961.3653584,Broker,F,0,2,0,15,0
142808,0,2016,80011,blue,58,17,high,C,House,823.3278402,Phone,M,1,1,1,18,0
142816,0,2016,80002,blue,52,13,high,A,House,874.9837489,Broker,F,0,1,0,24,1
142871,0,2016,98024,blue,44,23.11545175,high,B,Tenant,867.5307276,Broker,M,0,2,0,20,0
142894,0,2016,50049,white,71,19,high,C,House,784.6064053,Broker,M,1,1,7,13,0
142910,0,2016,98010,red,35,17,high,C,House,862.9076912,Broker,M,0,2,0,7,0
142913,0,2016,98020,red,32,19,high,C,Condo,825.5618694,Broker,F,1,3,1,0,0
142950,1,2016,50051,white,47,15,medium,C,House,866.1010064,Phone,F,1,3,2,22,0
143046,0,2016,50051,red,34,12,high,C,Condo,993.2250861,Broker,F,1,2,0,4,0
143047,1,2016,20117,blue,69,17,low,C,Condo,822.6321398,Phone,M,1,2,1,18,0
143118,0,2016,50012,yellow,57,20,medium,C,Condo,823.5628436,Broker,F,1,2,3,13,0
143267,0,2016,15006,red,24,13,high,C,Condo,860.5446053,Online,F,1,3,0,2,0
143311,0,2016,15021,blue,53,15,high,A,House,920.5456529,Broker,,0,3,1,9,0
143349,1,2016,15031,red,32,11,high,B,House,932.3938529,Broker,M,1,5,2,7,0
143461,0,2016,15003,white,34,18,low,C,House,931.1504632,Broker,F,0,1,1,6,0
143474,0,2016,80044,red,42,15,medium,A,House,971.5784081,Phone,M,1,2,8,22,0
143548,0,2016,15012,white,51,11,high,A,House,925.95733,Broker,M,1,1,0,16,1
143573,1,2016,85025,white,38,15,high,B,House,829.1068019,Broker,F,1,5,2,10,1
143602,0,2016,50055,red,64,3.127608147,medium,C,House,932.2837859,Broker,M,1,3,4,5,0
143609,0,2016,98022,yellow,61,15,low,C,House,914.2944243,Broker,M,0,2,0,15,0
143613,0,2016,80033,blue,59,17,high,B,House,827.4612527,Broker,M,0,1,0,12,0
143614,0,2016,85070,white,34,14,high,B,Tenant,840.3455963,Broker,F,1,2,1,5,0
143662,0,2016,85074,red,52,18,high,B,House,910.1241128,Broker,F,0,1,2,14,0
143709,0,2016,98010,blue,39,17,high,A,Tenant,946.5969725,Online,M,0,1,0,11,0
143921,0,2016,50055,white,34,18,high,A,House,971.2364558,Broker,M,1,1,0,6,1
143922,0,2016,15060,white,21,15,low,B,House,828.863791,Online,M,1,4,0,0,1
143982,0,2016,80016,red,31,18,high,A,House,854.4936691,Phone,F,1,2,5,3,0
143985,0,2016,50043,yellow,52,17,medium,B,House,857.9151647,Phone,F,1,1,2,14,0
144001,1,2016,85077,red,41,11,medium,C,House,809.1163631,Phone,M,1,2,3,13,0
144012,0,2016,50055,red,46,8,high,B,House,878.9464384,Broker,M,1,7,1,16,0
144031,0,2016,80022,white,45,23,high,A,Condo,952.0177495,Broker,F,1,8,1,15,0
144041,0,2016,15052,yellow,42,12,high,B,Condo,958.9069567,Phone,F,1,1,2,15,0
144048,0,2016,50009,red,61,19,high,C,Condo,946.9002478,Broker,F,1,4,5,16,1
144109,1,2016,98033,white,50,13,high,B,Tenant,1009.199618,Phone,M,1,2,3,17,1
144167,0,2016,50009,red,40,18,high,C,House,921.5376141,Broker,F,1,3,1,12,0
144168,0,2016,50005,blue,27,12,medium,C,Tenant,799.4055137,Broker,M,1,1,0,7,0
144207,0,2016,80031,white,33,16,high,C,House,877.6319506,Broker,M,1,2,6,4,1
144262,0,2016,80101,red,34,16,medium,A,Condo,857.2700487,Broker,F,1,1,1,3,1
144323,0,2013,20165,white,22,10,medium,C,House,884.4953848,Online,F,1,2,0,0,0
144339,0,2013,15010,red,41,19,high,C,House,801.1095232,Broker,M,1,1,1,17,0
144377,0,2013,80016,blue,40,12,low,A,Condo,859.9726205,Broker,M,1,3,1,15,0
144400,0,2013,98006,white,46,16,high,A,Tenant,911.2745405,Phone,F,1,3,4,11,0
144459,0,2013,85033,white,38,19,high,A,Condo,800.5735396,Phone,F,1,1,1,0,0
144489,1,2013,85065,red,34,15,medium,C,Tenant,974.4362278,Broker,F,1,2,1,2,0
144541,1,2013,80017,red,45,13,high,A,House,886.9944734,Phone,F,1,2,7,16,1
144547,0,2013,50051,red,62,9,medium,A,House,860.4168277,Broker,F,1,1,0,24,0
144548,0,2013,15043,red,47,17,high,A,House,1000.337512,Broker,M,1,2,7,21,0
144589,0,2013,50048,blue,33,10,high,A,House,950.7723945,Broker,F,1,1,0,1,0
144606,0,2013,85080,white,29,15,high,C,House,800.9904685,Broker,M,1,1,0,8,0
144630,0,2013,98036,white,77,25,low,C,House,822.8049587,Broker,F,1,1,6,18,1
144633,1,2013,85032,white,26,15,low,B,Condo,910.1311799,Broker,F,0,3,0,8,0
144677,0,2013,50051,blue,57,14,low,A,Tenant,770.2897288,Broker,F,1,2,0,15,0
144747,1,2013,15001,blue,45,17,medium,A,Tenant,789.8554853,Broker,F,1,3,5,17,0
144797,0,2013,80103,white,53,21,high,A,House,896.2843152,Broker,F,1,1,3,13,0
144821,0,2013,50050,white,52,17,high,C,House,991.5987494,Broker,F,1,2,4,20,0
144855,1,2013,50023,white,25,15,low,C,Condo,923.2108472,Phone,M,0,1,0,3,0
144873,0,2013,50008,yellow,42,14,high,A,House,983.7227971,Phone,M,1,2,1,8,0
144935,0,2013,85015,white,36,15,medium,C,House,886.4379341,Broker,M,0,1,2,4,0
144990,1,2013,85071,blue,31,13,low,B,Condo,913.5950098,Broker,M,1,1,0,8,1
145050,0,2013,50039,blue,39,13,high,A,Condo,925.1508007,Broker,M,1,4,2,20,0
145075,0,2013,85080,red,55,20,high,B,House,936.6481925,Phone,M,1,1,0,24,0
145146,0,2013,15010,red,68,13,high,A,House,926.6448837,Broker,M,0,4,0,13,1
145304,1,2013,80018,yellow,47,24,low,A,Condo,862.4150701,Phone,M,1,2,3,15,0
145384,0,2013,98012,red,39,15,high,C,Condo,949.743912,Broker,M,1,6,3,10,0
145390,0,2013,80026,blue,51,14,medium,C,House,873.2202574,Broker,M,1,3,6,14,0
145426,0,2013,98019,red,33,8,high,A,House,770.9608734,Online,F,1,2,2,6,0
145488,0,2013,50033,blue,36,17,medium,B,Tenant,958.0808227,Broker,M,0,4,1,1,0
145560,0,2013,98021,yellow,36,7,high,A,Tenant,770.9569594,Broker,M,0,1,0,4,0
145581,1,2013,20111,blue,62,23,low,C,House,798.6873893,Broker,M,1,8,5,20,1
145631,1,2013,50005,white,36,21,low,A,House,957.200597,Phone,M,1,5,3,7,0
145702,0,2013,85079,blue,30,10,high,B,House,786.9528594,Phone,M,1,1,0,4,0
145751,0,2013,85014,blue,30,17,low,A,Condo,861.7583864,Broker,M,1,1,1,3,0
145768,0,2013,15003,white,39,12,low,A,House,840.7692355,Broker,F,1,1,0,19,0
145820,0,2013,98013,yellow,37,16,high,A,Condo,797.1631811,Phone,F,1,1,0,12,0
145854,0,2013,15046,red,33,14,high,C,Tenant,999.08535,Phone,F,0,2,0,5,0
145860,0,2013,50009,red,43,14,high,C,House,888.2373876,Phone,F,1,4,0,14,0
145964,1,2014,80012,white,19,21,medium,C,Tenant,932.4005485,Online,F,1,1,2,0,0
145982,0,2014,80104,blue,40,13,high,B,Tenant,786.9242716,Broker,M,0,3,0,13,0
146006,1,2014,15022,blue,65,9,high,B,Tenant,804.0601019,Online,F,1,1,1,11,1
146009,1,2014,20148,red,41,7,high,A,House,1029.747982,Broker,F,0,1,1,14,0
146078,0,2014,50001,red,37,14,medium,A,House,881.9944892,Phone,M,0,1,1,16,0
146121,0,2014,50023,blue,33,11,high,A,Condo,905.1747072,Broker,M,1,2,0,3,0
146140,0,2014,15009,blue,60,15,high,B,House,933.319693,Phone,M,1,1,2,18,0
146216,0,2014,85053,white,45,18,high,A,Condo,756.8383219,Broker,F,1,2,1,17,1
146245,1,2014,15027,white,26,13,high,A,House,831.9129586,Broker,M,0,3,0,8,0
146294,0,2014,85011,red,64,12,high,C,Condo,917.3565354,Broker,F,1,5,8,18,0
146337,0,2014,98033,white,40,15,low,B,Condo,837.0219536,Phone,M,1,4,4,0,0
146363,1,2014,85029,red,43,16,medium,C,House,889.3731718,Broker,M,1,1,2,11,0
146403,0,2014,80014,white,50,20,low,A,House,1006.569073,Broker,M,1,1,2,18,0
146486,0,2014,80011,yellow,41,12,high,B,Condo,1017.41311,Broker,M,1,1,0,15,0
146512,0,2014,85082,white,35,23,high,C,House,946.1245876,Phone,M,1,1,0,4,0
146515,0,2014,50039,blue,58,9,high,C,House,904.4305267,Broker,M,1,1,2,18,0
146565,0,2014,85077,white,50,7,high,C,Tenant,771.8862945,Broker,M,1,3,1,18,0
146578,0,2014,80017,red,43,15,high,B,House,813.3509984,Phone,M,1,1,0,18,0
146603,0,2014,85046,white,33,14,high,B,House,1067.071312,Broker,F,1,3,0,4,1
146686,0,2014,15047,white,61,19,high,B,House,866.0650471,Online,M,0,3,0,20,0
146734,1,2014,85069,blue,28,13,low,C,House,1079.592762,Broker,M,0,1,0,8,0
146772,0,2014,50001,yellow,43,14,medium,C,House,1158.405014,Broker,F,0,2,0,12,1
146797,0,2014,15043,blue,36,13,low,B,House,1038.036226,Broker,M,1,2,2,5,0
146833,0,2014,85048,white,53,19,high,B,House,825.6464617,Broker,M,1,2,0,8,0
146839,1,2014,50039,red,31,17,low,B,Tenant,902.4466317,Broker,M,1,1,1,5,0
146858,1,2014,50025,white,24,18,medium,A,Tenant,879.6045348,Online,F,0,2,0,2,0
146972,0,2014,50009,red,57,15,high,A,House,797.4326341,Broker,M,1,2,3,7,0
147030,0,2014,50013,blue,45,18,high,C,House,1009.742078,Phone,F,1,1,2,20,0
147034,0,2014,98024,yellow,66,14,low,C,House,912.3021902,Broker,M,1,2,0,20,0
147037,1,2014,80016,white,24,8,high,A,House,781.7435097,Online,M,1,2,0,4,1
147062,0,2014,80023,red,48,17,low,A,Condo,1030.996475,Phone,F,1,1,5,18,1
147098,0,2014,15032,blue,37,18,low,C,House,1005.395314,Broker,M,0,1,1,10,0
147120,0,2014,50039,blue,28,9,medium,A,Condo,761.8062719,Phone,F,1,2,2,1,0
147162,0,2014,50027,yellow,33,24,low,A,House,843.0590392,Phone,F,0,4,0,5,0
147233,0,2014,85072,red,54,14,high,B,House,915.7753751,Broker,M,1,3,3,21,0
147241,0,2014,85078,white,67,12,high,B,Tenant,970.2445188,Broker,M,1,1,0,11,1
147295,0,2014,80045,blue,49,21,high,A,House,904.1209055,Phone,M,1,3,1,15,0
147309,1,2014,98023,white,31,15,high,A,Condo,803.6291932,Phone,M,0,2,0,5,0
147311,0,2014,50002,red,41,10,medium,C,Condo,889.2698348,Broker,F,1,3,1,15,0
147313,0,2014,50041,yellow,42,14,high,C,House,884.9585819,Broker,M,1,2,1,19,0
147359,0,2014,85072,white,34,19,high,A,Tenant,975.2437017,Broker,F,0,4,0,3,0
147422,0,2014,50039,red,39,15,high,B,House,942.844237,Broker,F,1,4,3,12,0
147436,0,2014,50008,white,52,16,medium,C,House,926.3681288,Broker,M,1,1,6,16,0
147517,1,2014,85006,yellow,35,17,low,B,House,808.7066312,Broker,F,1,1,1,4,0
147590,0,2014,98006,blue,55,18,high,C,House,916.2982136,Phone,M,1,3,5,19,0
147619,0,2014,80025,yellow,50,12,high,A,Condo,817.7502112,Phone,F,0,3,0,18,0
147677,0,2014,85004,white,65,22,medium,B,House,875.5840512,Phone,F,1,4,0,24,0
147746,0,2015,50005,yellow,37,22,high,B,Condo,857.5753631,Broker,M,0,3,0,11,0
147763,0,2015,85031,red,45,15,high,C,House,929.9959071,Phone,F,1,2,0,11,1
147785,0,2015,85027,blue,43,14,high,A,House,794.9734698,Broker,F,0,5,0,10,1
147811,0,2015,80016,yellow,44,16,high,B,House,728.8825327,Broker,F,1,2,0,14,1
147829,1,2015,20101,blue,42,16,high,C,Tenant,1019.89624,Broker,M,0,2,0,22,0
147872,0,2015,50041,yellow,61,8,high,B,House,990.1949588,Broker,F,1,2,2,13,0
147876,0,2015,15012,blue,28,10,medium,C,Tenant,833.7487475,Online,F,1,2,8,6,0
147879,0,2015,50023,blue,58,25.92941764,high,A,House,840.6570501,Phone,M,0,2,0,12,0
147881,0,2015,80020,red,36,19,medium,B,House,990.4632541,Phone,M,1,1,0,3,0
147925,0,2015,98036,white,49,20,high,A,House,910.4506633,Broker,F,1,1,0,15,0
147949,0,2015,85033,blue,43,18,high,C,House,948.5803074,Broker,F,0,3,0,19,0
147955,0,2015,80045,red,65,15,high,C,Condo,808.747527,Broker,F,1,1,2,14,0
148033,0,2015,50027,yellow,30,11,medium,B,House,824.4571017,Broker,M,1,1,6,3,0
148062,1,2015,80021,white,39,20,low,A,House,967.134163,Phone,M,0,1,0,8,0
148067,0,2015,85038,blue,36,11,high,C,House,984.1763899,Phone,F,1,1,0,7,0
148088,1,2015,20122,blue,34,18,high,C,House,747.6320069,Online,M,1,1,3,5,0
148102,0,2015,15009,yellow,28,16,high,C,Condo,930.190392,Phone,F,1,1,0,3,0
148226,0,2015,15025,white,59,15,high,A,House,935.3255543,Broker,F,1,1,7,13,1
148304,0,2015,85053,red,34,15,low,A,House,903.5151491,Phone,M,0,2,0,8,0
148365,0,2015,50021,white,34,11,high,A,Condo,1001.846965,Broker,F,1,1,2,5,0
